ScriptureReferenceBookChapterVersePost [0]: Genesis 3:8 | Genesis|3|8|||| | SonInLaw: 2.
Scripture Reference Book Chapter Verse PrePost Condition [94]: bookId=24 AND chapterId=29 AND verseId=23
Scripture Reference Book Chapter Verse PrePost Statement [94]:  SELECT 94 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=24 AND chapterId=29 AND verseId=23 
Scripture Reference Book Chapter Verse PrePost Condition [95]: bookId=24 AND chapterId=31 AND verseId=9
Scripture Reference Book Chapter Verse PrePost Statement [95]:  SELECT 95 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=24 AND chapterId=31 AND verseId=9 
Scripture Reference Book Chapter Verse PrePost Condition [96]: bookId=24 AND chapterId=38 AND verseId=19
Scripture Reference Book Chapter Verse PrePost Statement [96]:  SELECT 96 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=24 AND chapterId=38 AND verseId=19 
Scripture Reference Book Chapter Verse PrePost Condition [97]: bookId=24 AND chapterId=50 AND verseId=31
Scripture Reference Book Chapter Verse PrePost Statement [97]:  SELECT 97 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=24 AND chapterId=50 AND verseId=31 
Scripture Reference Book Chapter Verse PrePost Condition [98]: bookId=24 AND chapterId=51 AND verseId=25
Scripture Reference Book Chapter Verse PrePost Statement [98]:  SELECT 98 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=24 AND chapterId=51 AND verseId=25 
Scripture Reference Book Chapter Verse PrePost Condition [99]: bookId=26 AND chapterId=5 AND verseId=8
Scripture Reference Book Chapter Verse PrePost Statement [99]:  SELECT 99 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=26 AND chapterId=5 AND verseId=8 
Scripture Reference Book Chapter Verse PrePost Condition [100]: bookId=26 AND chapterId=13 AND verseId=8
Scripture Reference Book Chapter Verse PrePost Statement [100]:  SELECT 100 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=26 AND chapterId=13 AND verseId=8 
Scripture Reference Book Chapter Verse PrePost Condition [101]: bookId=26 AND chapterId=13 AND verseId=20
Scripture Reference Book Chapter Verse PrePost Statement [101]:  SELECT 101 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=26 AND chapterId=13 AND verseId=20 
Scripture Reference Book Chapter Verse PrePost Condition [102]: bookId=26 AND chapterId=21 AND verseId=3
Scripture Reference Book Chapter Verse PrePost Statement [102]:  SELECT 102 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=26 AND chapterId=21 AND verseId=3 
Scripture Reference Book Chapter Verse PrePost Condition [103]: bookId=26 AND chapterId=26 AND verseId=3
Scripture Reference Book Chapter Verse PrePost Statement [103]:  SELECT 103 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=26 AND chapterId=26 AND verseId=3 
Scripture Reference Book Chapter Verse PrePost Condition [104]: bookId=26 AND chapterId=28 AND verseId=2
Scripture Reference Book Chapter Verse PrePost Statement [104]:  SELECT 104 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=26 AND chapterId=28 AND verseId=2 
Scripture Reference Book Chapter Verse PrePost Condition [105]: bookId=26 AND chapterId=28 AND verseId=22
Scripture Reference Book Chapter Verse PrePost Statement [105]:  SELECT 105 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=26 AND chapterId=28 AND verseId=22 
Scripture Reference Book Chapter Verse PrePost Condition [106]: bookId=26 AND chapterId=29 AND verseId=3
Scripture Reference Book Chapter Verse PrePost Statement [106]:  SELECT 106 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=26 AND chapterId=29 AND verseId=3 
Scripture Reference Book Chapter Verse PrePost Condition [107]: bookId=26 AND chapterId=29 AND verseId=10
Scripture Reference Book Chapter Verse PrePost Statement [107]:  SELECT 107 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=26 AND chapterId=29 AND verseId=10 
Scripture Reference Book Chapter Verse PrePost Condition [108]: bookId=26 AND chapterId=30 AND verseId=22
Scripture Reference Book Chapter Verse PrePost Statement [108]:  SELECT 108 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=26 AND chapterId=30 AND verseId=22 
Scripture Reference Book Chapter Verse PrePost Condition [109]: bookId=26 AND chapterId=32 AND verseId=24
Scripture Reference Book Chapter Verse PrePost Statement [109]:  SELECT 109 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=26 AND chapterId=32 AND verseId=24 
Scripture Reference Book Chapter Verse PrePost Condition [110]: bookId=26 AND chapterId=34 AND verseId=10
Scripture Reference Book Chapter Verse PrePost Statement [110]:  SELECT 110 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=26 AND chapterId=34 AND verseId=10 
Scripture Reference Book Chapter Verse PrePost Condition [111]: bookId=26 AND chapterId=35 AND verseId=3
Scripture Reference Book Chapter Verse PrePost Statement [111]:  SELECT 111 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=26 AND chapterId=35 AND verseId=3 
Scripture Reference Book Chapter Verse PrePost Condition [112]: bookId=26 AND chapterId=38 AND verseId=3
Scripture Reference Book Chapter Verse PrePost Statement [112]:  SELECT 112 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=26 AND chapterId=38 AND verseId=3 
Scripture Reference Book Chapter Verse PrePost Condition [113]: bookId=26 AND chapterId=39 AND verseId=1
Scripture Reference Book Chapter Verse PrePost Statement [113]:  SELECT 113 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=26 AND chapterId=39 AND verseId=1 
Scripture Reference Book Chapter Verse PrePost Condition [114]: bookId=27 AND chapterId=7 AND verseId=1
Scripture Reference Book Chapter Verse PrePost Statement [114]:  SELECT 114 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=27 AND chapterId=7 AND verseId=1 
Scripture Reference Book Chapter Verse PrePost Condition [115]: bookId=32 AND chapterId=1 AND verseId=9
Scripture Reference Book Chapter Verse PrePost Statement [115]:  SELECT 115 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=32 AND chapterId=1 AND verseId=9 
Scripture Reference Book Chapter Verse PrePost Condition [116]: bookId=33 AND chapterId=7 AND verseId=1
Scripture Reference Book Chapter Verse PrePost Statement [116]:  SELECT 116 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=33 AND chapterId=7 AND verseId=1 
Scripture Reference Book Chapter Verse PrePost Condition [117]: bookId=34 AND chapterId=2 AND verseId=13
Scripture Reference Book Chapter Verse PrePost Statement [117]:  SELECT 117 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=34 AND chapterId=2 AND verseId=13 
Scripture Reference Book Chapter Verse PrePost Condition [118]: bookId=34 AND chapterId=3 AND verseId=5
Scripture Reference Book Chapter Verse PrePost Statement [118]:  SELECT 118 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=34 AND chapterId=3 AND verseId=5 
Scripture Reference Book Chapter Verse PrePost Condition [119]: bookId=38 AND chapterId=13 AND verseId=5
Scripture Reference Book Chapter Verse PrePost Statement [119]:  SELECT 119 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=38 AND chapterId=13 AND verseId=5 
Scripture Reference Book Chapter Verse PrePost Condition [120]: bookId=39 AND chapterId=1 AND verseId=14
Scripture Reference Book Chapter Verse PrePost Statement [120]:  SELECT 120 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=39 AND chapterId=1 AND verseId=14 
Scripture Reference Book Chapter Verse PrePost Condition [121]: bookId=40 AND chapterId=8 AND verseId=9
Scripture Reference Book Chapter Verse PrePost Statement [121]:  SELECT 121 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=40 AND chapterId=8 AND verseId=9 
Scripture Reference Book Chapter Verse PrePost Condition [122]: bookId=40 AND chapterId=9 AND verseId=28
Scripture Reference Book Chapter Verse PrePost Statement [122]:  SELECT 122 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=40 AND chapterId=9 AND verseId=28 
Scripture Reference Book Chapter Verse PrePost Condition [123]: bookId=40 AND chapterId=26 AND verseId=61
Scripture Reference Book Chapter Verse PrePost Statement [123]:  SELECT 123 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=40 AND chapterId=26 AND verseId=61 
Scripture Reference Book Chapter Verse PrePost Condition [124]: bookId=42 AND chapterId=1 AND verseId=18
Scripture Reference Book Chapter Verse PrePost Statement [124]:  SELECT 124 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=42 AND chapterId=1 AND verseId=18 
Scripture Reference Book Chapter Verse PrePost Condition [125]: bookId=42 AND chapterId=5 AND verseId=8
Scripture Reference Book Chapter Verse PrePost Statement [125]:  SELECT 125 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=42 AND chapterId=5 AND verseId=8 
Scripture Reference Book Chapter Verse PrePost Condition [126]: bookId=42 AND chapterId=7 AND verseId=8
Scripture Reference Book Chapter Verse PrePost Statement [126]:  SELECT 126 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=42 AND chapterId=7 AND verseId=8 
Scripture Reference Book Chapter Verse PrePost Condition [127]: bookId=42 AND chapterId=16 AND verseId=3
Scripture Reference Book Chapter Verse PrePost Statement [127]:  SELECT 127 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=42 AND chapterId=16 AND verseId=3 
Scripture Reference Book Chapter Verse PrePost Condition [128]: bookId=42 AND chapterId=16 AND verseId=23
Scripture Reference Book Chapter Verse PrePost Statement [128]:  SELECT 128 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=42 AND chapterId=16 AND verseId=23 
Scripture Reference Book Chapter Verse PrePost Condition [129]: bookId=42 AND chapterId=22 AND verseId=27
Scripture Reference Book Chapter Verse PrePost Statement [129]:  SELECT 129 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=42 AND chapterId=22 AND verseId=27 
Scripture Reference Book Chapter Verse PrePost Condition [130]: bookId=43 AND chapterId=4 AND verseId=9
Scripture Reference Book Chapter Verse PrePost Statement [130]:  SELECT 130 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=43 AND chapterId=4 AND verseId=9 
Scripture Reference Book Chapter Verse PrePost Condition [131]: bookId=43 AND chapterId=18 AND verseId=37
Scripture Reference Book Chapter Verse PrePost Statement [131]:  SELECT 131 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=43 AND chapterId=18 AND verseId=37 
Scripture Reference Book Chapter Verse PrePost Condition [132]: bookId=44 AND chapterId=10 AND verseId=26
Scripture Reference Book Chapter Verse PrePost Statement [132]:  SELECT 132 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=44 AND chapterId=10 AND verseId=26 
Scripture Reference Book Chapter Verse PrePost Condition [133]: bookId=44 AND chapterId=21 AND verseId=39
Scripture Reference Book Chapter Verse PrePost Statement [133]:  SELECT 133 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=44 AND chapterId=21 AND verseId=39 
Scripture Reference Book Chapter Verse PrePost Condition [134]: bookId=44 AND chapterId=22 AND verseId=3
Scripture Reference Book Chapter Verse PrePost Statement [134]:  SELECT 134 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=44 AND chapterId=22 AND verseId=3 
Scripture Reference Book Chapter Verse PrePost Condition [135]: bookId=44 AND chapterId=23 AND verseId=6
Scripture Reference Book Chapter Verse PrePost Statement [135]:  SELECT 135 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=44 AND chapterId=23 AND verseId=6 
Scripture Reference Book Chapter Verse PrePost Condition [136]: bookId=44 AND chapterId=26 AND verseId=2
Scripture Reference Book Chapter Verse PrePost Statement [136]:  SELECT 136 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=44 AND chapterId=26 AND verseId=2 
Scripture Reference Book Chapter Verse PrePost Condition [137]: bookId=44 AND chapterId=26 AND verseId=7
Scripture Reference Book Chapter Verse PrePost Statement [137]:  SELECT 137 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=44 AND chapterId=26 AND verseId=7 
Scripture Reference Book Chapter Verse PrePost Condition [138]: bookId=45 AND chapterId=11 AND verseId=1
Scripture Reference Book Chapter Verse PrePost Statement [138]:  SELECT 138 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=45 AND chapterId=11 AND verseId=1 
Scripture Reference Book Chapter Verse PrePost Condition [139]: bookId=46 AND chapterId=15 AND verseId=22
Scripture Reference Book Chapter Verse PrePost Statement [139]:  SELECT 139 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=46 AND chapterId=15 AND verseId=22 
Scripture Reference Book Chapter Verse PrePost Condition [140]: bookId=48 AND chapterId=3 AND verseId=16
Scripture Reference Book Chapter Verse PrePost Statement [140]:  SELECT 140 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=48 AND chapterId=3 AND verseId=16 
Scripture Reference Book Chapter Verse PrePost Condition [141]: bookId=48 AND chapterId=4 AND verseId=11
Scripture Reference Book Chapter Verse PrePost Statement [141]:  SELECT 141 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=48 AND chapterId=4 AND verseId=11 
Scripture Reference Book Chapter Verse PrePost Condition [142]: bookId=48 AND chapterId=4 AND verseId=12
Scripture Reference Book Chapter Verse PrePost Statement [142]:  SELECT 142 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=48 AND chapterId=4 AND verseId=12 
Scripture Reference Book Chapter Verse PrePost Condition [143]: bookId=49 AND chapterId=6 AND verseId=20
Scripture Reference Book Chapter Verse PrePost Statement [143]:  SELECT 143 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=49 AND chapterId=6 AND verseId=20 
Scripture Reference Book Chapter Verse PrePost Condition [144]: bookId=50 AND chapterId=3 AND verseId=12
Scripture Reference Book Chapter Verse PrePost Statement [144]:  SELECT 144 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=50 AND chapterId=3 AND verseId=12 
Scripture Reference Book Chapter Verse PrePost Condition [145]: bookId=51 AND chapterId=4 AND verseId=3
Scripture Reference Book Chapter Verse PrePost Statement [145]:  SELECT 145 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=51 AND chapterId=4 AND verseId=3 
Scripture Reference Book Chapter Verse PrePost Condition [146]: bookId=55 AND chapterId=1 AND verseId=11
Scripture Reference Book Chapter Verse PrePost Statement [146]:  SELECT 146 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=55 AND chapterId=1 AND verseId=11 
Scripture Reference Book Chapter Verse PrePost Condition [147]: bookId=60 AND chapterId=5 AND verseId=1
Scripture Reference Book Chapter Verse PrePost Statement [147]:  SELECT 147 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=60 AND chapterId=5 AND verseId=1 
Scripture Reference Book Chapter Verse PrePost Condition [148]: bookId=66 AND chapterId=1 AND verseId=8
Scripture Reference Book Chapter Verse PrePost Statement [148]:  SELECT 148 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=66 AND chapterId=1 AND verseId=8 
Scripture Reference Book Chapter Verse PrePost Condition [149]: bookId=66 AND chapterId=1 AND verseId=11
Scripture Reference Book Chapter Verse PrePost Statement [149]:  SELECT 149 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=66 AND chapterId=1 AND verseId=11 
Scripture Reference Book Chapter Verse PrePost Condition [150]: bookId=66 AND chapterId=1 AND verseId=18
Scripture Reference Book Chapter Verse PrePost Statement [150]:  SELECT 150 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=66 AND chapterId=1 AND verseId=18 
Scripture Reference Book Chapter Verse PrePost Condition [151]: bookId=66 AND chapterId=21 AND verseId=6
Scripture Reference Book Chapter Verse PrePost Statement [151]:  SELECT 151 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=66 AND chapterId=21 AND verseId=6 
Scripture Reference Book Chapter Verse PrePost Condition [152]: bookId=66 AND chapterId=22 AND verseId=13
Scripture Reference Book Chapter Verse PrePost Statement [152]:  SELECT 152 As resultSet, bookId, chapterId, verseId, verseText, verseIdSequence FROM KJV (NoLock) WHERE bookId=66 AND chapterId=22 AND verseId=13 
